Region,country,Site,Date,KPI Category,Frequency,Completion
NORAM,United States of America,Eden Prairie,2024-05-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Eden Prairie,2024-06-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Eden Prairie,2024-06-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Eden Prairie,2024-07-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Eden Prairie,2024-07-01 00:00:00,Environment,month,Not Filled
NORAM,United States of America,Eden Prairie,2024-07-01 00:00:00,Environment,quarter,Not Filled
NORAM,United States of America,Eden Prairie,2024-07-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Eden Prairie,2024-07-01 00:00:00,Social,quarter,Not Filled
NORAM,United States of America,Eden Prairie,2024-08-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Eden Prairie,2024-08-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Eden Prairie,2024-09-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Eden Prairie,2024-09-01 00:00:00,Environment,month,Not Filled
NORAM,United States of America,Eden Prairie,2024-09-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Eden Prairie,2024-10-01 00:00:00,Environment,month,Not Filled
NORAM,United States of America,Eden Prairie,2024-10-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Exton,2023-01-01 00:00:00,Environment,annual,Not Filled
NORAM,United States of America,Exton,2023-01-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Exton,2023-01-01 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Exton,2023-01-01 00:00:00,Social,annual,Not Filled
NORAM,United States of America,Exton,2023-01-01 00:00:00,Social,quarter,Filled
NORAM,United States of America,Exton,2023-02-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Exton,2023-02-01 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Exton,2023-03-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Exton,2023-03-01 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Exton,2023-04-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Exton,2023-04-01 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Exton,2023-04-01 00:00:00,Social,quarter,Filled
NORAM,United States of America,Exton,2023-05-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Exton,2023-05-01 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Exton,2023-06-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Exton,2023-06-01 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Exton,2023-07-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Exton,2023-07-01 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Exton,2023-07-01 00:00:00,Social,quarter,Filled
NORAM,United States of America,Exton,2023-08-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Exton,2023-08-01 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Exton,2023-09-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Exton,2023-09-01 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Exton,2023-10-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Exton,2023-10-01 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Exton,2023-10-01 00:00:00,Social,quarter,Filled
NORAM,United States of America,Exton,2023-11-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Exton,2023-11-01 00:00:00,Health & Safety,month,Filled
NORAM,United States of America,Exton,2023-12-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Exton,2023-12-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Exton,2024-01-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Exton,2024-01-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Exton,2024-01-01 00:00:00,Social,quarter,Not Filled
NORAM,United States of America,Exton,2024-02-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Exton,2024-02-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Exton,2024-03-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Exton,2024-03-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Exton,2024-04-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Exton,2024-04-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Exton,2024-04-01 00:00:00,Social,quarter,Not Filled
NORAM,United States of America,Exton,2024-05-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Exton,2024-05-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Exton,2024-06-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Exton,2024-06-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Exton,2024-07-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Exton,2024-07-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Exton,2024-07-01 00:00:00,Social,quarter,Not Filled
NORAM,United States of America,Exton,2024-08-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Exton,2024-08-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Exton,2024-09-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Exton,2024-09-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Exton,2024-10-01 00:00:00,Environment,month,Not Filled
NORAM,United States of America,Exton,2024-10-01 00:00:00,Health & Safety,month,Not Filled
Europe,Germany,Flintbek,2023-01-01 00:00:00,Environment,annual,Not Filled
Europe,Germany,Flintbek,2023-01-01 00:00:00,Environment,month,Filled
Europe,Germany,Flintbek,2023-01-01 00:00:00,Environment,quarter,Filled
Europe,Germany,Flintbek,2023-01-01 00:00:00,Health & Safety,month,Filled
Europe,Germany,Flintbek,2023-01-01 00:00:00,Social,annual,Filled
Europe,Germany,Flintbek,2023-01-01 00:00:00,Social,quarter,Filled
Europe,Germany,Flintbek,2023-02-01 00:00:00,Environment,month,Filled
Europe,Germany,Flintbek,2023-02-01 00:00:00,Health & Safety,month,Filled
Europe,Germany,Flintbek,2023-03-01 00:00:00,Environment,month,Filled
Europe,Germany,Flintbek,2023-03-01 00:00:00,Health & Safety,month,Filled
Europe,Germany,Flintbek,2023-04-01 00:00:00,Environment,month,Filled
Europe,Germany,Flintbek,2023-04-01 00:00:00,Environment,quarter,Filled
Europe,Germany,Flintbek,2023-04-01 00:00:00,Health & Safety,month,Filled
Europe,Germany,Flintbek,2023-04-01 00:00:00,Social,quarter,Filled
Europe,Germany,Flintbek,2023-05-01 00:00:00,Environment,month,Filled
Europe,Germany,Flintbek,2023-05-01 00:00:00,Health & Safety,month,Filled
Europe,Germany,Flintbek,2023-06-01 00:00:00,Environment,month,Filled
Europe,Germany,Flintbek,2023-06-01 00:00:00,Health & Safety,month,Filled
Europe,Germany,Flintbek,2023-07-01 00:00:00,Environment,month,Filled
Europe,Germany,Flintbek,2023-07-01 00:00:00,Environment,quarter,Filled
Europe,Germany,Flintbek,2023-07-01 00:00:00,Health & Safety,month,Filled
Europe,Germany,Flintbek,2023-07-01 00:00:00,Social,quarter,Filled
Europe,Germany,Flintbek,2023-08-01 00:00:00,Environment,month,Filled
Europe,Germany,Flintbek,2023-08-01 00:00:00,Health & Safety,month,Filled
Europe,Germany,Flintbek,2023-09-01 00:00:00,Environment,month,Filled
Europe,Germany,Flintbek,2023-09-01 00:00:00,Health & Safety,month,Filled
Europe,Germany,Flintbek,2023-10-01 00:00:00,Environment,month,Filled
Europe,Germany,Flintbek,2023-10-01 00:00:00,Environment,quarter,Filled
Europe,Germany,Flintbek,2023-10-01 00:00:00,Health & Safety,month,Filled
Europe,Germany,Flintbek,2023-10-01 00:00:00,Social,quarter,Filled
Europe,Germany,Flintbek,2023-11-01 00:00:00,Environment,month,Filled
Europe,Germany,Flintbek,2023-11-01 00:00:00,Health & Safety,month,Filled
Europe,Germany,Flintbek,2023-12-01 00:00:00,Environment,month,Filled
Europe,Germany,Flintbek,2023-12-01 00:00:00,Health & Safety,month,Filled
Europe,Germany,Flintbek,2024-01-01 00:00:00,Environment,month,Filled
Europe,Germany,Flintbek,2024-01-01 00:00:00,Environment,quarter,Filled
Europe,Germany,Flintbek,2024-01-01 00:00:00,Health & Safety,month,Filled
Europe,Germany,Flintbek,2024-01-01 00:00:00,Social,quarter,Filled
Europe,Germany,Flintbek,2024-02-01 00:00:00,Environment,month,Filled
Europe,Germany,Flintbek,2024-02-01 00:00:00,Health & Safety,month,Filled
Europe,Germany,Flintbek,2024-03-01 00:00:00,Environment,month,Filled
Europe,Germany,Flintbek,2024-03-01 00:00:00,Health & Safety,month,Filled
Europe,Germany,Flintbek,2024-04-01 00:00:00,Environment,month,Filled
Europe,Germany,Flintbek,2024-04-01 00:00:00,Environment,quarter,Filled
Europe,Germany,Flintbek,2024-04-01 00:00:00,Health & Safety,month,Filled
Europe,Germany,Flintbek,2024-04-01 00:00:00,Social,quarter,Not Filled
Europe,Germany,Flintbek,2024-05-01 00:00:00,Environment,month,Filled
Europe,Germany,Flintbek,2024-05-01 00:00:00,Health & Safety,month,Filled
Europe,Germany,Flintbek,2024-06-01 00:00:00,Environment,month,Filled
Europe,Germany,Flintbek,2024-06-01 00:00:00,Health & Safety,month,Filled
Europe,Germany,Flintbek,2024-07-01 00:00:00,Environment,month,Filled
Europe,Germany,Flintbek,2024-07-01 00:00:00,Environment,quarter,Filled
Europe,Germany,Flintbek,2024-07-01 00:00:00,Health & Safety,month,Filled
Europe,Germany,Flintbek,2024-07-01 00:00:00,Social,quarter,Not Filled
Europe,Germany,Flintbek,2024-08-01 00:00:00,Environment,month,Filled
Europe,Germany,Flintbek,2024-08-01 00:00:00,Health & Safety,month,Filled
Europe,Germany,Flintbek,2024-09-01 00:00:00,Environment,month,Filled
Europe,Germany,Flintbek,2024-09-01 00:00:00,Health & Safety,month,Filled
Europe,Germany,Flintbek,2024-10-01 00:00:00,Environment,month,Not Filled
Europe,Germany,Flintbek,2024-10-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Fort Wayne,2023-01-01 00:00:00,Environment,annual,Not Filled
NORAM,United States of America,Fort Wayne,2023-01-01 00:00:00,Environment,month,Not Filled
NORAM,United States of America,Fort Wayne,2023-01-01 00:00:00,Environment,quarter,Not Filled
NORAM,United States of America,Fort Wayne,2023-01-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Fort Wayne,2023-01-01 00:00:00,Social,annual,Not Filled
NORAM,United States of America,Fort Wayne,2023-01-01 00:00:00,Social,quarter,Not Filled
NORAM,United States of America,Fort Wayne,2023-02-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Fort Wayne,2023-02-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Fort Wayne,2023-03-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Fort Wayne,2023-03-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Fort Wayne,2023-04-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Fort Wayne,2023-04-01 00:00:00,Environment,quarter,Not Filled
NORAM,United States of America,Fort Wayne,2023-04-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Fort Wayne,2023-04-01 00:00:00,Social,quarter,Not Filled
NORAM,United States of America,Fort Wayne,2023-05-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Fort Wayne,2023-05-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Fort Wayne,2023-06-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Fort Wayne,2023-06-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Fort Wayne,2023-07-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Fort Wayne,2023-07-01 00:00:00,Environment,quarter,Not Filled
NORAM,United States of America,Fort Wayne,2023-07-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Fort Wayne,2023-07-01 00:00:00,Social,quarter,Not Filled
NORAM,United States of America,Fort Wayne,2023-08-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Fort Wayne,2023-08-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Fort Wayne,2023-09-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Fort Wayne,2023-09-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Fort Wayne,2023-10-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Fort Wayne,2023-10-01 00:00:00,Environment,quarter,Not Filled
NORAM,United States of America,Fort Wayne,2023-10-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Fort Wayne,2023-10-01 00:00:00,Social,quarter,Not Filled
NORAM,United States of America,Fort Wayne,2023-11-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Fort Wayne,2023-11-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Fort Wayne,2023-12-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Fort Wayne,2023-12-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Fort Wayne,2024-01-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Fort Wayne,2024-01-01 00:00:00,Environment,quarter,Not Filled
NORAM,United States of America,Fort Wayne,2024-01-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Fort Wayne,2024-01-01 00:00:00,Social,quarter,Not Filled
NORAM,United States of America,Fort Wayne,2024-02-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Fort Wayne,2024-02-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Fort Wayne,2024-03-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Fort Wayne,2024-03-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Fort Wayne,2024-04-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Fort Wayne,2024-04-01 00:00:00,Environment,quarter,Not Filled
NORAM,United States of America,Fort Wayne,2024-04-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Fort Wayne,2024-04-01 00:00:00,Social,quarter,Not Filled
NORAM,United States of America,Fort Wayne,2024-05-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Fort Wayne,2024-05-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Fort Wayne,2024-06-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Fort Wayne,2024-06-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Fort Wayne,2024-07-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Fort Wayne,2024-07-01 00:00:00,Environment,quarter,Not Filled
NORAM,United States of America,Fort Wayne,2024-07-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Fort Wayne,2024-07-01 00:00:00,Social,quarter,Not Filled
NORAM,United States of America,Fort Wayne,2024-08-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Fort Wayne,2024-08-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Fort Wayne,2024-09-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Fort Wayne,2024-09-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Fort Wayne,2024-10-01 00:00:00,Environment,month,Not Filled
NORAM,United States of America,Fort Wayne,2024-10-01 00:00:00,Health & Safety,month,Not Filled
Europe,Netherlands,Haarlem,2023-01-01 00:00:00,Environment,annual,Not Filled
Europe,Netherlands,Haarlem,2023-01-01 00:00:00,Environment,month,Filled
Europe,Netherlands,Haarlem,2023-01-01 00:00:00,Environment,quarter,Filled
Europe,Netherlands,Haarlem,2023-01-01 00:00:00,Health & Safety,month,Filled
Europe,Netherlands,Haarlem,2023-01-01 00:00:00,Social,annual,Filled
Europe,Netherlands,Haarlem,2023-01-01 00:00:00,Social,quarter,Filled
Europe,Netherlands,Haarlem,2023-02-01 00:00:00,Environment,month,Filled
Europe,Netherlands,Haarlem,2023-02-01 00:00:00,Health & Safety,month,Filled
Europe,Netherlands,Haarlem,2023-03-01 00:00:00,Environment,month,Filled
Europe,Netherlands,Haarlem,2023-03-01 00:00:00,Health & Safety,month,Filled
Europe,Netherlands,Haarlem,2023-04-01 00:00:00,Environment,month,Filled
Europe,Netherlands,Haarlem,2023-04-01 00:00:00,Environment,quarter,Filled
Europe,Netherlands,Haarlem,2023-04-01 00:00:00,Health & Safety,month,Filled
Europe,Netherlands,Haarlem,2023-04-01 00:00:00,Social,quarter,Filled
Europe,Netherlands,Haarlem,2023-05-01 00:00:00,Environment,month,Filled
Europe,Netherlands,Haarlem,2023-05-01 00:00:00,Health & Safety,month,Filled
Europe,Netherlands,Haarlem,2023-06-01 00:00:00,Environment,month,Filled
Europe,Netherlands,Haarlem,2023-06-01 00:00:00,Health & Safety,month,Filled
Europe,Netherlands,Haarlem,2023-07-01 00:00:00,Environment,month,Filled
Europe,Netherlands,Haarlem,2023-07-01 00:00:00,Environment,quarter,Filled
Europe,Netherlands,Haarlem,2023-07-01 00:00:00,Health & Safety,month,Filled
Europe,Netherlands,Haarlem,2023-07-01 00:00:00,Social,quarter,Filled
Europe,Netherlands,Haarlem,2023-08-01 00:00:00,Environment,month,Filled
Europe,Netherlands,Haarlem,2023-08-01 00:00:00,Health & Safety,month,Filled
Europe,Netherlands,Haarlem,2023-09-01 00:00:00,Environment,month,Filled
Europe,Netherlands,Haarlem,2023-09-01 00:00:00,Health & Safety,month,Filled
Europe,Netherlands,Haarlem,2023-10-01 00:00:00,Environment,month,Filled
Europe,Netherlands,Haarlem,2023-10-01 00:00:00,Environment,quarter,Filled
Europe,Netherlands,Haarlem,2023-10-01 00:00:00,Health & Safety,month,Filled
Europe,Netherlands,Haarlem,2023-10-01 00:00:00,Social,quarter,Filled
Europe,Netherlands,Haarlem,2023-11-01 00:00:00,Environment,month,Filled
Europe,Netherlands,Haarlem,2023-11-01 00:00:00,Health & Safety,month,Filled
Europe,Netherlands,Haarlem,2023-12-01 00:00:00,Environment,month,Filled
Europe,Netherlands,Haarlem,2023-12-01 00:00:00,Health & Safety,month,Filled
Europe,Netherlands,Haarlem,2024-01-01 00:00:00,Environment,month,Filled
Europe,Netherlands,Haarlem,2024-01-01 00:00:00,Environment,quarter,Filled
Europe,Netherlands,Haarlem,2024-01-01 00:00:00,Health & Safety,month,Filled
Europe,Netherlands,Haarlem,2024-01-01 00:00:00,Social,quarter,Filled
Europe,Netherlands,Haarlem,2024-02-01 00:00:00,Environment,month,Filled
Europe,Netherlands,Haarlem,2024-02-01 00:00:00,Health & Safety,month,Filled
Europe,Netherlands,Haarlem,2024-03-01 00:00:00,Environment,month,Filled
Europe,Netherlands,Haarlem,2024-03-01 00:00:00,Health & Safety,month,Filled
Europe,Netherlands,Haarlem,2024-04-01 00:00:00,Environment,month,Filled
Europe,Netherlands,Haarlem,2024-04-01 00:00:00,Environment,quarter,Filled
Europe,Netherlands,Haarlem,2024-04-01 00:00:00,Health & Safety,month,Filled
Europe,Netherlands,Haarlem,2024-04-01 00:00:00,Social,quarter,Filled
Europe,Netherlands,Haarlem,2024-05-01 00:00:00,Environment,month,Filled
Europe,Netherlands,Haarlem,2024-05-01 00:00:00,Health & Safety,month,Filled
Europe,Netherlands,Haarlem,2024-06-01 00:00:00,Environment,month,Filled
Europe,Netherlands,Haarlem,2024-06-01 00:00:00,Health & Safety,month,Filled
Europe,Netherlands,Haarlem,2024-07-01 00:00:00,Environment,month,Filled
Europe,Netherlands,Haarlem,2024-07-01 00:00:00,Environment,quarter,Filled
Europe,Netherlands,Haarlem,2024-07-01 00:00:00,Health & Safety,month,Filled
Europe,Netherlands,Haarlem,2024-07-01 00:00:00,Social,quarter,Filled
Europe,Netherlands,Haarlem,2024-08-01 00:00:00,Environment,month,Filled
Europe,Netherlands,Haarlem,2024-08-01 00:00:00,Health & Safety,month,Filled
Europe,Netherlands,Haarlem,2024-09-01 00:00:00,Environment,month,Filled
Europe,Netherlands,Haarlem,2024-09-01 00:00:00,Health & Safety,month,Filled
Europe,Netherlands,Haarlem,2024-10-01 00:00:00,Environment,month,Not Filled
Europe,Netherlands,Haarlem,2024-10-01 00:00:00,Health & Safety,month,Not Filled
APAC,Vietnam,Hanoi,2023-01-01 00:00:00,Environment,annual,Not Filled
APAC,Vietnam,Hanoi,2023-01-01 00:00:00,Environment,month,Not Filled
APAC,Vietnam,Hanoi,2023-01-01 00:00:00,Environment,quarter,Not Filled
APAC,Vietnam,Hanoi,2023-01-01 00:00:00,Health & Safety,month,Not Filled
APAC,Vietnam,Hanoi,2023-01-01 00:00:00,Social,annual,Not Filled
APAC,Vietnam,Hanoi,2023-01-01 00:00:00,Social,quarter,Not Filled
APAC,Vietnam,Hanoi,2023-02-01 00:00:00,Environment,month,Not Filled
APAC,Vietnam,Hanoi,2023-02-01 00:00:00,Health & Safety,month,Not Filled
APAC,Vietnam,Hanoi,2023-03-01 00:00:00,Environment,month,Not Filled
APAC,Vietnam,Hanoi,2023-03-01 00:00:00,Health & Safety,month,Not Filled
APAC,Vietnam,Hanoi,2023-04-01 00:00:00,Environment,month,Not Filled
APAC,Vietnam,Hanoi,2023-04-01 00:00:00,Environment,quarter,Not Filled
APAC,Vietnam,Hanoi,2023-04-01 00:00:00,Health & Safety,month,Not Filled
APAC,Vietnam,Hanoi,2023-04-01 00:00:00,Social,quarter,Not Filled
APAC,Vietnam,Hanoi,2023-05-01 00:00:00,Environment,month,Not Filled
APAC,Vietnam,Hanoi,2023-05-01 00:00:00,Health & Safety,month,Not Filled
APAC,Vietnam,Hanoi,2023-06-01 00:00:00,Environment,month,Not Filled
APAC,Vietnam,Hanoi,2023-06-01 00:00:00,Health & Safety,month,Not Filled
APAC,Vietnam,Hanoi,2023-07-01 00:00:00,Environment,month,Not Filled
APAC,Vietnam,Hanoi,2023-07-01 00:00:00,Environment,quarter,Not Filled
APAC,Vietnam,Hanoi,2023-07-01 00:00:00,Health & Safety,month,Not Filled
APAC,Vietnam,Hanoi,2023-07-01 00:00:00,Social,quarter,Not Filled
APAC,Vietnam,Hanoi,2023-08-01 00:00:00,Environment,month,Not Filled
APAC,Vietnam,Hanoi,2023-08-01 00:00:00,Health & Safety,month,Not Filled
APAC,Vietnam,Hanoi,2023-09-01 00:00:00,Environment,month,Not Filled
APAC,Vietnam,Hanoi,2023-09-01 00:00:00,Health & Safety,month,Not Filled
APAC,Vietnam,Hanoi,2023-10-01 00:00:00,Environment,month,Not Filled
APAC,Vietnam,Hanoi,2023-10-01 00:00:00,Environment,quarter,Not Filled
APAC,Vietnam,Hanoi,2023-10-01 00:00:00,Health & Safety,month,Not Filled
APAC,Vietnam,Hanoi,2023-10-01 00:00:00,Social,quarter,Not Filled
APAC,Vietnam,Hanoi,2023-11-01 00:00:00,Environment,month,Not Filled
APAC,Vietnam,Hanoi,2023-11-01 00:00:00,Health & Safety,month,Not Filled
APAC,Vietnam,Hanoi,2023-12-01 00:00:00,Environment,month,Not Filled
APAC,Vietnam,Hanoi,2023-12-01 00:00:00,Health & Safety,month,Not Filled
APAC,Vietnam,Hanoi,2024-01-01 00:00:00,Environment,month,Not Filled
APAC,Vietnam,Hanoi,2024-01-01 00:00:00,Environment,quarter,Not Filled
APAC,Vietnam,Hanoi,2024-01-01 00:00:00,Health & Safety,month,Not Filled
APAC,Vietnam,Hanoi,2024-01-01 00:00:00,Social,quarter,Not Filled
APAC,Vietnam,Hanoi,2024-02-01 00:00:00,Environment,month,Not Filled
APAC,Vietnam,Hanoi,2024-02-01 00:00:00,Health & Safety,month,Not Filled
APAC,Vietnam,Hanoi,2024-03-01 00:00:00,Environment,month,Not Filled
APAC,Vietnam,Hanoi,2024-03-01 00:00:00,Health & Safety,month,Not Filled
APAC,Vietnam,Hanoi,2024-04-01 00:00:00,Environment,month,Not Filled
APAC,Vietnam,Hanoi,2024-04-01 00:00:00,Environment,quarter,Not Filled
APAC,Vietnam,Hanoi,2024-04-01 00:00:00,Health & Safety,month,Not Filled
APAC,Vietnam,Hanoi,2024-04-01 00:00:00,Social,quarter,Not Filled
APAC,Vietnam,Hanoi,2024-05-01 00:00:00,Environment,month,Not Filled
APAC,Vietnam,Hanoi,2024-05-01 00:00:00,Health & Safety,month,Not Filled
APAC,Vietnam,Hanoi,2024-06-01 00:00:00,Environment,month,Not Filled
APAC,Vietnam,Hanoi,2024-06-01 00:00:00,Health & Safety,month,Not Filled
APAC,Vietnam,Hanoi,2024-07-01 00:00:00,Environment,month,Not Filled
APAC,Vietnam,Hanoi,2024-07-01 00:00:00,Environment,quarter,Not Filled
APAC,Vietnam,Hanoi,2024-07-01 00:00:00,Health & Safety,month,Not Filled
APAC,Vietnam,Hanoi,2024-07-01 00:00:00,Social,quarter,Not Filled
APAC,Vietnam,Hanoi,2024-08-01 00:00:00,Environment,month,Not Filled
APAC,Vietnam,Hanoi,2024-08-01 00:00:00,Health & Safety,month,Not Filled
APAC,Vietnam,Hanoi,2024-09-01 00:00:00,Environment,month,Not Filled
APAC,Vietnam,Hanoi,2024-09-01 00:00:00,Health & Safety,month,Not Filled
APAC,Vietnam,Hanoi,2024-10-01 00:00:00,Environment,month,Not Filled
APAC,Vietnam,Hanoi,2024-10-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Harrisburg,2023-01-01 00:00:00,Environment,annual,Not Filled
NORAM,United States of America,Harrisburg,2023-01-01 00:00:00,Environment,month,Not Filled
NORAM,United States of America,Harrisburg,2023-01-01 00:00:00,Environment,quarter,Not Filled
NORAM,United States of America,Harrisburg,2023-01-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Harrisburg,2023-01-01 00:00:00,Social,annual,Not Filled
NORAM,United States of America,Harrisburg,2023-01-01 00:00:00,Social,quarter,Not Filled
NORAM,United States of America,Harrisburg,2023-02-01 00:00:00,Environment,month,Not Filled
NORAM,United States of America,Harrisburg,2023-02-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Harrisburg,2023-03-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Harrisburg,2023-03-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Harrisburg,2023-04-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Harrisburg,2023-04-01 00:00:00,Environment,quarter,Not Filled
NORAM,United States of America,Harrisburg,2023-04-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Harrisburg,2023-04-01 00:00:00,Social,quarter,Not Filled
NORAM,United States of America,Harrisburg,2023-05-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Harrisburg,2023-05-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Harrisburg,2023-06-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Harrisburg,2023-06-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Harrisburg,2023-07-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Harrisburg,2023-07-01 00:00:00,Environment,quarter,Not Filled
NORAM,United States of America,Harrisburg,2023-07-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Harrisburg,2023-07-01 00:00:00,Social,quarter,Not Filled
NORAM,United States of America,Harrisburg,2023-08-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Harrisburg,2023-08-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Harrisburg,2023-09-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Harrisburg,2023-09-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Harrisburg,2023-10-01 00:00:00,Environment,month,Filled
NORAM,United States of America,Harrisburg,2023-10-01 00:00:00,Environment,quarter,Not Filled
NORAM,United States of America,Harrisburg,2023-10-01 00:00:00,Health & Safety,month,Not Filled
NORAM,United States of America,Harrisburg,2023-10-01 00:00:00,Social,quarter,Not Filled
